"adap-org/9802003","Kunihiko Kaneko","Kunihiko Kaneko","Diversity, Stability, Recursivity, and Rule Generation in Biological
  System: Intra-inter Dynamics Approach","19 pages, Int.J. Mod. Phes. B (in press)",,"10.1142/S0217979298000223",,"adap-org nlin.AO q-bio",,"  Basic problems for the construction of a scenario for the Life are discussed.
To study the problems in terms of dynamical systems theory, a scheme of
intra-inter dynamics is presented. It consists of internal dynamics of a unit,
interaction among the units, and the dynamics to change the dynamics itself,
for example by replication (and death) of units according to their internal
states. Applying the dynamics to cell differentiation, isologous
diversification theory is proposed. According to it, orbital instability leads
to diversified cell behaviors first. At the next stage, several cell types are
formed, first triggered by clustering of oscillations, and then as attracting
states of internal dynamics stabilized by the cell-to-cell interaction. At the
third stage, the differentiation is determined as a recursive state by cell
division. At the last stage, hierarchical differentiation proceeds, with the
emergence of stochastic rule for the differentiation to sub-groups, where
regulation of the probability for the differentiation provides the diversity
and stability of cell society. Relevance of the theory to cell biology is
discussed.
","[{""version"":""v1"",""created"":""Fri, 20 Feb 1998 01:38:22 GMT""}]","2015-06-24"
"cond-mat/9802215","Dr Robert J. Bursill","R. J. Bursill, R. H. McKenzie and C. J. Hamer","Phase diagram of the one-dimensional Holstein model of spinless fermions","Minor changes. 4 pages, 4 figures. To appear in Physical Review
  Letters 80 (1998) 5607","Phys. Rev. Lett., 80 (1998) 5607","10.1103/PhysRevLett.80.5607","UNSW-PHYS-1097426","cond-mat",,"  The one-dimensional Holstein model of spinless fermions interacting with
dispersionless phonons is studied using a new variant of the density matrix
renormalisation group. By examining various low-energy excitations of finite
chains, the metal-insulator phase boundary is determined precisely and agrees
with the predictions of strong coupling theory in the anti-adiabatic regime and
is consistent with renormalisation group arguments in the adiabatic regime. The
Luttinger liquid parameters, determined by finite-size scaling, are consistent
with a Kosterlitz-Thouless transition.
","[{""version"":""v1"",""created"":""Fri, 20 Feb 1998 06:43:31 GMT""},{""version"":""v2"",""created"":""Sat, 13 Jun 1998 19:46:34 GMT""}]","2009-10-31"
"cond-mat/9802216","Dr Robert J. Bursill","M. Boman and R. J. Bursill","Identification of excitons in conjugated polymers: a density matrix
  renormalisation group study","10 pages, 13 figures. To appear in Phys. Rev. B","Phys. Rev. B, 57 (1998) 15167","10.1103/PhysRevB.57.15167","UNSW-PHYS-1097427","cond-mat",,"  This work addresses the question of whether low-lying excitations in
conjugated polymers are comprised of free charge-carriers or excitons. States
are characterised as bound or unbound according to the scaling of the average
particle-hole separation with system size. We critically examine other criteria
commonly used to characterise states. The polymer is described by an extended
Hubbard model with alternating transfer integrals. The model is solved by exact
diagonalisation and the density matrix renormalisation group (DMRG) method. We
demonstrate that the DMRG accurately determines excitation energies, transition
dipole moments and particle-hole separations of a number of dipole forbidden
(Ag) and dipole allowed (Bu) states.
  Within a parameter regime considered reasonable for polymers such as
polyacetylene, it is found that the charge gap, often used to define the
exciton binding energy, is not a good criterion by which to decide whether a
state is bound or unbound. The essential non-linear optical state mAg is found
to mark the onset of unbound excitations in the Ag symmetry sector. In the Bu
symmetry sector, on the other hand, it is found that all low lying states are
unbound and that there is no well defined nBu state. That is, the 1Bu state
marks the onset of unbound excitations in this sector.
","[{""version"":""v1"",""created"":""Fri, 20 Feb 1998 06:51:48 GMT""}]","2009-10-31"
"cond-mat/9802217","J. M. F. Gunn","H.H. Lee and J.M.F. Gunn","Images and nonlocal vortex pinning in thin superfluid films","19 pages, revtex, to appear Phys. Rev. B",,"10.1103/PhysRevB.57.7892",,"cond-mat.stat-mech",,"  For thin films of superfluid adsorbed on a disordered substrate, we derive
the equation of motion for a vortex in the presence of a random potential
within a mean field (Hartree) description of the condensate. The compressible
nature of the condensate leads to an effective pinning potential experienced by
the vortex which is nonlocal, with a long range tail that smoothes out the
random potential coupling the condensate to the substrate. We interpret this
nonlocality in terms of images, and relate the effective potential governing
the dynamics to the pinning energy arising from the expectation value of the
Hamiltonian with respect to the vortex wavefunction.
","[{""version"":""v1"",""created"":""Fri, 20 Feb 1998 09:15:13 GMT""}]","2009-10-31"
"cond-mat/9802218","Deepak Dhar","Deepak Dhar and Dietrich Stauffer","Drift and trapping in biased diffusion on disordered lattices","4 pages, RevTex, 3 figures, To appear in International Journal of
  Modern Physics C, vol. 9","Int. J. Mod. Phys. C9 (1998) 349.","10.1142/S0129183198000273","TIFR/TH/98-06","cond-mat.stat-mech",,"  We reexamine the theory of transition from drift to no-drift in biased
diffusion on percolation networks. We argue that for the bias field B equal to
the critical value B_c, the average velocity at large times t decreases to zero
as 1/log(t). For B < B_c, the time required to reach the steady-state velocity
diverges as exp(const/|B_c-B|). We propose an extrapolation form that describes
the behavior of average velocity as a function of time at intermediate time
scales. This form is found to have a very good agreement with the results of
extensive Monte Carlo simulations on a 3-dimensional site-percolation network
and moderate bias.
","[{""version"":""v1"",""created"":""Fri, 20 Feb 1998 10:01:55 GMT""}]","2015-06-25"
"cond-mat/9802219","Petr G. Silvestrov","P. G. Silvestrov (Budker Institute of Nuclear Physics, Novosibirsk)","Localization in an imaginary vector potential","4 pages, REVTEX, 2 eps figures. Discussion of physical applications
  extended. References added","Phys. Rev. B58 1998 R10111-10114","10.1103/PhysRevB.58.R10111","BINP preprint 98-06","cond-mat.mes-hall",,"  Eigenfunctions of 1d disordered Hamiltonian with constant imaginary vector
potential are investigated. Even within the domain of complex eigenvalues the
wave functions are shown to be strongly localized. However, this localization
is of a very unusual kind. The logarithm of the wave function at different
coordinates $x$ fluctuates strongly (just like the position of Brownian
particle fluctuates in time). After approaching its maximal value the logarithm
decreases like the square root of the distance $\bar{(\ln|\psi_{max}/\psi|)^2}
\sim |x-x_0|$. The extension of the model to the quasi-1d case is also
considered.
","[{""version"":""v1"",""created"":""Fri, 20 Feb 1998 12:30:05 GMT""},{""version"":""v2"",""created"":""Thu, 9 Apr 1998 12:02:38 GMT""}]","2007-05-23"
"cond-mat/9802220","Karsten Flensberg","Karsten Flensberg (Danish Institute of Fundamental Metrology)","Coulomb drag of Luttinger liquids and quantum-Hall edges","5 pages, 2 figures; to appear in Phys. Rev. Lett","Phys. Rev. Lett. 81, 184 (1998)","10.1103/PhysRevLett.81.184","DFM-98-R5","cond-mat.mes-hall",,"  We study the transconductance for two coupled one-dimensional wires or edge
states described by Luttinger liquid models. The wires are assumed to interact
over a finite segment. We find for the interaction parameter $g=1/2$ that the
drag rate is finite at zero temperature, which cannot occur in a Fermi-liquid
system. The zero temperature drag is, however, cut off at low temperature due
to the finite length of the wires. We also consider edge states in the
fractional quantum Hall regime, and we suggest that the low temperature
enhancement of the drag effect might be seen in the fractional quantum Hall
regime.
","[{""version"":""v1"",""created"":""Fri, 20 Feb 1998 14:07:25 GMT""},{""version"":""v2"",""created"":""Tue, 2 Jun 1998 07:08:46 GMT""}]","2009-10-31"
"cond-mat/9802221","de Picciotto Rafael","R. de Picciotto","Shot Noise of Non-Interacting Composite Fermions","5 pages, 3 figures, one combined ps file",,,,"cond-mat.mes-hall cond-mat.stat-mech",,"  A simple equivalent circuit, which describes transport properties of a Two
Dimensional Electron Gas in the Fractional Quantum Hall regime is presented.
The physical justifications for this equivalent circuit are discussed in the
frame work of the non-interacting Composite Fermions model. Quantum Shot Noise
at an arbitrary filling factor and temperature is readily calculated.
","[{""version"":""v1"",""created"":""Fri, 20 Feb 1998 14:28:19 GMT""}]","2009-09-25"
"cond-mat/9802222","A. Rosch","H. v. L\""ohneysen, A. Neubert, A. Schr\""oder, O. Stockert, U. Tutsch,
  M. Loewenhaupt, A. Rosch, P. W\""olfle","Magnetic order and transport in the heavy-fermion system CeCu_{6-x}Au_x","9 pages in LaTeX2e with EPJ style file (included), mistake in
  addresses corrected",,,,"cond-mat.str-el",,"  We report on extensive elastic neutron scattering to determine the wave
vector of the magnetic order in CeCu_{6-x}Au_x single crystals for x > 0.1. For
all values of x investigated (0.2, 0.3, 0.5, 1.0) we find long-range
incommensurate antiferromagnetic order with an ordering vector Q $\approx$
(0.625 0 0.275) for x=0.2, nearly unchanged for x=0.3, and Q $\approx$ (0.59 0
0) for x=0.5, staying roughly the same for x=1.0. In addition, short-range
correlations are observed at x=0.2, reminiscent of those found previously for
x=0.1. The ordered magnetic moment is found to increase rapidly for small x,
and more slowly for the larger x values. The increase of the specific-heat
anomaly at the ordering temperature with x is in qualitative accord with this
behavior. Finally, data of the electrical resistivity for current flow along
the three crystallographic directions are presented, showing a clear signature
of the magnetic order. A theoretical interpretation of the interplay of
magnetic order and transport in terms of (i) the partial suppression of the
Kondo effect by the staggered magnetization and (ii) the anisotropic band
structure induced by the staggered field is shown to account well for the data,
provided the ordering vector Q is close to 2 k_F, where k_F is a typical Fermi
momentum.
","[{""version"":""v1"",""created"":""Fri, 20 Feb 1998 14:35:23 GMT""},{""version"":""v2"",""created"":""Mon, 23 Feb 1998 10:59:29 GMT""}]","2007-05-23"
"gr-qc/9802052","Dominic Clancy","D.Clancy, J.E. Lidsey and R. Tavakol","Effects of anisotropy and spatial curvature on the pre-big bang scenario","15 pages, including 2 eps figures","Phys.Rev. D58 (1998) 044017","10.1103/PhysRevD.58.044017",,"gr-qc hep-th",,"  A class of exact, anisotropic cosmological solutions to the vacuum
Brans-Dicke theory of gravity is considered within the context of the pre-big
bang scenario. Included in this class are the Bianchi type III, V and VI_h
models and the spatially isotropic, negatively curved
Friedmann-Robertson-Walker universe. The effects of large anisotropy and
spatial curvature are determined. In contrast to negatively curved
Friedmann-Robertson-Walker model, there exist regions of the parameter space in
which the combined effects of curvature and anisotropy prevent the occurrence
of inflation. When inflation is possible, the necessary and sufficient
conditions for successful pre-big bang inflation are more stringent than in the
isotropic models. The initial state for these models is established and
corresponds in general to a gravitational plane wave.
","[{""version"":""v1"",""created"":""Thu, 19 Feb 1998 18:09:44 GMT""}]","2016-08-31"
"gr-qc/9802053","Dominic Clancy","Dominic Clancy, James E. Lidsey and Reza Tavakol","Scale Factor Dualities in Anisotropic Cosmologies","28 pages, Latex source","Class.Quant.Grav. 15 (1998) 257-272","10.1088/0264-9381/15/2/002",,"gr-qc hep-th",,"  The concept of scale factor duality is considered within the context of the
spatially homogeneous, vacuum Brans-Dicke cosmologies. In the Bianchi class A,
it is found that duality symmetries exist for the types I, II, VI_0, VII_0, but
not for types VIII and IX. The Kantowski-Sachs and locally rotationally
symmetric Bianchi type III models also exhibit a scale factor duality, but no
such symmetries are found for the Bianchi type V. In this way anisotropy and
spatial curvature may have important effects on the nature of such dualities.
","[{""version"":""v1"",""created"":""Thu, 19 Feb 1998 19:48:48 GMT""}]","2009-10-31"
"gr-qc/9802054","Franz Schunck","Jayashree Balakrishna and Franz E. Schunck","Gravitational evolution and stability of boson halos","11 pages, RevTeX, 6 Postscript figures",,,,"gr-qc",,"  We investigate the gravitational evolution of dark matter halos made up of a
massless bosonic field. The coupled Einstein-Klein-Gordon equations are solved
numerically, showing that such a boson halo is stable and can be formed under a
large class of initial conditions. We also present an analytical proof that
such objects are stable in the Newtonian limit. In the context of boson stars
made of massive scalar fields, we introduce new solutions with an oscillatory
scalar field, similar to boson halos. We find that these solutions are
unstable.
","[{""version"":""v1"",""created"":""Fri, 20 Feb 1998 15:33:21 GMT""}]","2007-05-23"
"hep-ex/9802018","Manfred Paulini","M. Paulini (representing the CDF and D0 Collaboration)","Heavy Quarks at the Tevatron: Top & Bottom","To appear in the Proceedings of IVth International Workshop on
  Progress in Heavy Quark Physics, Rostock, Germany, September 1997. 10 pages",,,"Fermilab-Conf-97/376-E","hep-ex hep-ph",,"  We review the status of heavy quark physics at the Fermilab Tevatron collider
by summarizing recent top quark and B physics results from CDF and DO. In
particular, we discuss the measurement of the top quark mass and top production
cross section as well as B meson lifetimes and time dependent B0 B0= mixing
results.
","[{""version"":""v1"",""created"":""Fri, 20 Feb 1998 02:31:33 GMT""}]","2007-05-23"
"hep-lat/9802028","Valentin Mitrjushkin","G. Damm, W. Kerler and V.K. Mitrjushkin","Gluon propagator and zero-momentum modes in SU(2) lattice gauge theory","20 pages, uuencoded compressed file including 5 figures","Phys.Lett. B433 (1998) 88-95","10.1016/S0370-2693(98)00696-0","HUP-EP-98/10, JINR E2-98-27","hep-lat",,"  We investigate propagators in Lorentz (or Landau) gauge by Monte Carlo
simulations. In order to be able to compare with perturbative calculations we
use large $\beta$ values. There the breaking of the Z(2) symmetry turns out to
be important for all of the four lattice directions. Therefore we make sure
that the analysis is performed in the correct state. We discus implications of
the gauge fixing mechanism and point out the form of the weak-coupling behavior
to be expected in the presence of zero-momentum modes. Our numerical result is
that the gluon propagator in the weak-coupling limit is strongly affected by
zero-momentum modes. This is corroborated in detail by our quantitative
comparison with analytical calculations.
","[{""version"":""v1"",""created"":""Fri, 20 Feb 1998 15:42:27 GMT""}]","2009-10-31"
"hep-ph/9802363","Joan Sola","Joan Sola","t --> W+ b and t --> H+ b at the quantum level in the MSSM","9 pages, LaTeX, 3 figures included using epsfig. Talk presented at
  the International Workshop on Quantum Effects in the MSSM, Barcelona,
  September 9-13, 1997. To appear in the Proceedings",,,"UAB-FT-437","hep-ph",,"  We compare the standard top quark decay and the charged Higgs decay of the
top quark, t --> W+ b and t --> H+ b, at the quantum level in the MSSM. While
the SUSY loop corrections to the standard top quark decay are only of a few
percent, it turns out that t --> H+ b is a most promising candidate for
carrying large quantum SUSY signatures. As a result, the (tan(beta), M_{H+-})
exclusion plots presented by the CDF Collaboration should be thoroughly revised
in the light of the MSSM.
","[{""version"":""v1"",""created"":""Thu, 19 Feb 1998 16:56:25 GMT""}]","2007-05-23"
"hep-ph/9802364","Arwed Schiller","I.F. Ginzburg, I.P. Ivanov, A. Schiller","Search for fourth generation quarks and leptons at the Fermilab Tevatron
  and CERN Large Hadron Collider","13 pages, 4 figures, LaTeX/RevTeX, final version accepted for
  publication","Phys.Rev. D60 (1999) 095001","10.1103/PhysRevD.60.095001","UL-NTZ 03/98","hep-ph",,"  If next generations of heavy quarks and leptons exist within the standard
model (SM), they can manifest themselves in Higgs boson production at the
Tevatron and the LHC, before being actually observed. This generation leads to
an increase of the Higgs boson production cross section via gluon fusion at
hadron colliders by a factor 6-9. So, the study of this process at the Tevatron
and LHC can finally fix the number of generations in the SM. Using the $WW^*$
Higgs boson decay channel, the studies at the upgraded Tevatron will answer the
question about the next generation for mass values 135 GeV $\lsim M_H\lsim 190$
GeV. Studying the $\tau\bar{\tau}$ channel we show its large potential for the
study of the Higgs boson at the LHC even in the standard case of three
generations. At the Tevatron, studies in this channel could explore the mass
range 110-140 GeV.
","[{""version"":""v1"",""created"":""Thu, 19 Feb 1998 18:48:35 GMT""},{""version"":""v2"",""created"":""Mon, 29 Jun 1998 16:50:19 GMT""},{""version"":""v3"",""created"":""Wed, 4 Nov 1998 10:41:20 GMT""},{""version"":""v4"",""created"":""Tue, 23 Feb 1999 18:15:37 GMT""},{""version"":""v5"",""created"":""Wed, 1 Sep 1999 12:40:29 GMT""}]","2016-09-06"
"hep-ph/9802365","Antonio Pineda","A. Pineda and J. Soto (U. de Barcelona)","Matching at one loop for the four-quark operators in NRQCD","19 pages, LaTeX, two eps files","Phys.Rev. D58 (1998) 114011","10.1103/PhysRevD.58.114011","UB-ECM-PF-97/16","hep-ph",,"  The matching coefficients for the four-quark operators in NRQCD (NRQED) are
calculated at one loop using dimensional regularization for ultraviolet and
infrared divergences. The matching for the electromagnetic current follows
easily from our results. Both the unequal and equal mass cases are considered.
The role played by the Coulomb infrared singularities is explained in detail.
","[{""version"":""v1"",""created"":""Thu, 19 Feb 1998 17:56:31 GMT""}]","2009-10-31"
"hep-ph/9802366","A. D. Martin","A. D. Martin, M. G. Ryskin","Higher twists in deep inelastic scattering","The sign of the gluon rescattering twist-4 component has been
  corrected and the manuscript modified accordingly","Phys.Lett. B431 (1998) 395-404","10.1016/S0370-2693(98)00571-1","DTP/98/04","hep-ph",,"  We perform an exploratory study of higher twist contributions to deep
inelastic scattering. We estimate the size of two major sources of higher
twist, namely absorptive corrections and the vector meson dominance (VMD)
contribution. We find that they give a sizeable higher twist component of F_2.
For example at x = 0.01 it is about 8% (17%) at Q^2 = 10 GeV^2 (4 GeV^2),
reaching up to 27% at x = 10^{-4} and Q^2 = 4 GeV^2. At the smaller x value the
largest contribution comes from absorptive corrections, while at the larger
values of x the VMD term dominates.
","[{""version"":""v1"",""created"":""Thu, 19 Feb 1998 18:39:49 GMT""},{""version"":""v2"",""created"":""Thu, 26 Mar 1998 09:51:52 GMT""}]","2009-10-31"
"hep-ph/9802367","Adrian Ghinculov","A. Ghinculov (U. of Michigan), T. Binoth (LAPP), J.J. van der Bij
  (Freiburg U.)","Higgs mass saturation effect and the LHC discovery potential",,"Phys.Lett. B427 (1998) 343-347","10.1016/S0370-2693(98)00363-3","UM-TH-98-02, LAPTH-674-98, Freiburg-THEP-98-02","hep-ph",,"  In view of recent perturbative and nonperturbative evidence that the peak of
the Higgs resonance saturates as the coupling increases, we examine the
potential of the future Large Hadron Collider to discover a heavy Higgs
resonance by gluon fusion.
","[{""version"":""v1"",""created"":""Thu, 19 Feb 1998 20:25:45 GMT""}]","2009-10-31"
"hep-ph/9802368",,"Estia Eichten, Kenneth Lane and John Womersley","Narrow Technihadron Production at the First Muon Collider","11 pages, latex, including 2 postscript figures","Phys.Rev.Lett. 80 (1998) 5489-5492","10.1103/PhysRevLett.80.5489","FERMILAB-Pub-98/065-T, Boston University Preprint BUHEP-98-02","hep-ph hep-ex",,"  In modern technicolor models, there exist very narrow spin-zero and spin-one
neutral technihadrons---$pi^0_T$, $rho^0_T$ and $omega_T$---with masses of a
few 100 GeV. The large coupling of $\pi^0_T$ to $\mu^+\mu^-$, the direct
coupling of $rho^0_T$ and $omega_T$ to the photon and $Z^0$, and the superb
energy resolution of the First Muon Collider may make it possible to resolve
these technihadrons and produce them at extraordinarily large rates.
","[{""version"":""v1"",""created"":""Thu, 19 Feb 1998 22:24:13 GMT""}]","2009-10-31"
"hep-ph/9802369","Richard Lebed","W. W. Buck and Richard F. Lebed","New Constraints on Dispersive Form Factor Parameterizations from the
  Timelike Region","24 pages, latex (revtex), 3 eps figures","Phys.Rev.D58:056001,1998","10.1103/PhysRevD.58.056001","JLAB-THY-98-04","hep-ph",,"  We generalize a recent model-independent form factor parameterization derived
from rigorous dispersion relations to include constraints from data in the
timelike region. These constraints dictate the convergence properties of the
parameterization and appear as sum rules on the parameters. We further develop
a new parameterization that takes into account finiteness and asymptotic
conditions on the form factor, and use it to fit to the elastic \pi
electromagnetic form factor. We find that the existing world sample of timelike
data gives only loose bounds on the form factor in the spacelike region, but
explain how the acquisition of additional timelike data or fits to other form
factors are expected to give much better results. The same parameterization is
seen to fit spacelike data extremely well.
","[{""version"":""v1"",""created"":""Fri, 20 Feb 1998 00:12:44 GMT""}]","2014-11-17"
"hep-ph/9802370","S. Prem Kumar","Daniel Boyanovsky, Hector J. de Vega, Richard Holman, S. Prem Kumar
  and Robert D. Pisarski","Real-time Relaxation and Kinetics in Hot Scalar QED: Landau Damping","41 pages, 5 figures, uses revtex, replaced with version to appear in
  Phys. Rev. D","Phys.Rev.D58:125009,1998","10.1103/PhysRevD.58.125009","CMU-HEP-98-02; DOE-ER/40682-142","hep-ph hep-th nucl-th",,"  The real time evolution of field condensates with soft length scales
k^{-1}>(eT)^{-1} is solved in hot scalar electrodynamics, with a view towards
understanding relaxational phenomena in the QGP and the electroweak plasma. We
find that transverse gauge invariant non-equilibrium expectation values of
fields relax via {\em power laws} to asymptotic amplitudes that are determined
by the quasiparticle poles. The long time relaxational dynamics and relevant
time scales are determined by the behaviour of the retarded self-energy not at
the small frequencies, but at the Landau damping thresholds. This explains the
presence of power laws and not of exponential decay. Furthermore, we derive the
influence functional, the Langevin equation and the fluctuation-dissipation
theorem for the soft modes, identifying the correlation functions that emerge
in the classical limit. We show that a Markovian approximation fails to
describe the dynamics {\em both} at short and long times. We also introduce a
novel kinetic approach that goes beyond the standard Boltzmann equation and
incorporates off-shell processes and find that the distribution function for
soft quasiparticles relaxes with a power law through Landau damping. We also
find an unusual dressing dynamics of bare particles and anomalous (logarithmic)
relaxation of hard quasiparticles.
","[{""version"":""v1"",""created"":""Fri, 20 Feb 1998 01:05:33 GMT""},{""version"":""v2"",""created"":""Mon, 31 Aug 1998 23:38:29 GMT""}]","2011-04-15"
"hep-ph/9802371","Yoshio Koide","Yoshio Koide","Coupling Constants Evolution in a Universal Seesaw Mass Matrix Model","LaTex, 21 pages, 3 Postscript figures. Title was changed","Phys.Rev.D58:053008,1998","10.1103/PhysRevD.58.053008","US-98-02/Revised","hep-ph",,"  Stimulated by a universal seesaw mass matrix model which can successfully
give quark masses and CKM matrix elements in terms of charged lepton masses,
the evolution of the seesaw mass matrices is investigated. Especially, an
investigation is made as to whether the evolution can constrain the necessary
intermediate scales in these types of models and its viability.
","[{""version"":""v1"",""created"":""Fri, 20 Feb 1998 02:22:16 GMT""},{""version"":""v2"",""created"":""Fri, 22 May 1998 11:23:04 GMT""}]","2014-11-17"
"hep-ph/9802372","Aleksey I. Alekseev","Aleksey I. Alekseev","QCD Running Coupling: Freezing Versus Enhancement in the Infrared Region","12 pages, LATEX, 2 figures (Talk presented at the XIIth International
  Workshop on High Energy Physics and Quantum Field Theory, September 4 -- 10,
  1997, Samara, Russia)",,,"IHEP 97-90","hep-ph",,"  We discuss whether or not ""freezing"" of the QCD running coupling constant in
the infrared region is consistent with the Schwinger -- Dyson (SD) equations.
Since the consistency of the ""freezing"" was not found, the conclusion is made
that the ""analytization"" method does not catch an essential part of
nonperturbative contributions. Proceeding from the results on consistency of
the infrared enhanced behaviour of the gluon propagator with SD equations, the
running coupling constant is modified taking into account the minimality
principle for the nonperturbative contributions in the ultraviolet region and
convergence condition for the gluon condensate. It is shown that the
requirements of asymptotic freedom, analyticity, confinement and the value of
the gluon condensate are compatible in the framework of our approach.
Possibilities to find an agreement of the enhanced behaviour of the running
coupling constant with integral estimations in the infrared region are also
discussed.
","[{""version"":""v1"",""created"":""Fri, 20 Feb 1998 10:22:10 GMT""}]","2007-05-23"
"hep-ph/9802373","Yukinari Sumino","M. Jezabek, J.H. Kuhn, M. Peter, Y. Sumino and T. Teubner","The Perturbative QCD Potential and the ttbar Threshold","16 pages, LaTeX. Improved version of hep-ph/9801419 for submission to
  a journal","Phys.Rev. D58 (1998) 014006","10.1103/PhysRevD.58.014006","DESY 98-019, TTP 98-08, HD-THEP-98-7, TP-USl/98/2","hep-ph",,"  We include the full second-order corrections to the static QCD potential in
the analysis of the ttbar threshold cross section. There is an unexpectedly
large difference between the QCD potential improved by the
renormalization-group equation in momentum space and the potential improved by
the renormalization-group equation in coordinate space. This difference remains
even at a fairly short distance 1/r \simeq 100 GeV and its origin can be
understood within perturbative QCD. We scrutinize the theoretical uncertainties
of the QCD potential in relation to the ttbar threshold cross section. In
particular there exists a theoretical uncertainty which limits our present
theoretical accuracy of the ttbar threshold cross section at the peak to be not
better than 6% within perturbative QCD.
","[{""version"":""v1"",""created"":""Fri, 20 Feb 1998 10:58:27 GMT""}]","2009-10-31"
"hep-ph/9802374","Stefan Groote","S. Groote, J.G. K\""orner, K. Schilcher and N.F. Nasrallah","QCD Sum Rule Determination of $\alpha(M_Z)$ with Minimal Data Input","no changes, PostScript figures included in the text for convenience","Phys.Lett. B440 (1998) 375-385","10.1016/S0370-2693(98)01107-1","MZ-TH/98-02","hep-ph",,"  We present the results of a new evaluation of the running fine structure
constant $\alpha$ at the scale of the $Z$ mass in which the role of the
$e^+e^-$ annihilation input data needed in this evaluation is minimized. This
is achieved by reducing the weight function $M_Z^2/(s(M_Z^2-s))$ in the
dispersion integral over the $e^+e^-$ annihilation data by subtracting a
polynomial function from the weight function which mimics its energy dependence
in given energy intervals. In order to compensate for this subtraction the same
polynomial weight integral is added again but is now evaluated on a circular
contour in the complex plane using QCD and global duality. For the hadronic
contribution to the shift in the fine structure constant we obtain
$\Delta\alpha^{(5)}_{\rm had}=(277.6\pm 4.1)\cdot 10^{-4}$. Adding in the
leptonic and top contributions our final result is $\alpha(M_Z)^{-1}=128.925\pm
0.056$.
","[{""version"":""v1"",""created"":""Fri, 20 Feb 1998 11:57:23 GMT""},{""version"":""v2"",""created"":""Mon, 6 Jul 1998 15:00:50 GMT""},{""version"":""v3"",""created"":""Wed, 26 Aug 1998 10:48:09 GMT""},{""version"":""v4"",""created"":""Fri, 9 Mar 2001 10:10:15 GMT""}]","2009-10-31"
"hep-ph/9802375","sergei Gninenko","S.N. Gninenko and N.V. Krasnikov","On search for a new light gauge boson from $\pi^{0}(\eta)\to\gamma + X$
  decays in neutrino experiments","9 pages, 2 figures, LaTex. Submitted to Phys. Lett. B","Phys.Lett. B427 (1998) 307-313","10.1016/S0370-2693(98)00358-X","INR-0998/98","hep-ph",,"  It is shown that a new light gauge boson $X$ which might be produced in the
decays of pseudoscalar mesons $\pi^{0}(\eta)\to\gamma + X$ could be effectively
searched for in neutrino experiments via the Primakoff effect, in the process
of $X + Z\to \pi^{0}(\eta) + Z$ conversion in the external Coulomb field of a
nucleus. An estimate of the $X\to \pi^{0}$ conversion rate for the NOMAD
neutrino detector at CERN is given.
","[{""version"":""v1"",""created"":""Fri, 20 Feb 1998 12:37:16 GMT""}]","2009-10-31"
"hep-th/9802131","Theodora Ioannidou","Theodora Ioannidou and Wojtek Zakrzewski","A Note on Ward's Chiral Model","7 pages + 2 figures, Latex, to appear in Physics Letter A","Phys.Lett. A242 (1998) 233-238","10.1016/S0375-9601(98)00164-9","DTP 98/13","hep-th",,"  A one parameter generalization of Ward's chiral model in 2+1 dimensions is
given. Like the original model the present one is integrable and possesses a
positive-definite and conserved energy and $y$-momentum. The details of the
scattering depend on the value of the parameter of the generalisation.
","[{""version"":""v1"",""created"":""Thu, 19 Feb 1998 16:07:07 GMT""}]","2009-10-31"
"hep-th/9802132","Fedor Smirnov","Feodor A. Smirnov","Quasi-classical Study of Form Factors in Finite Volume","21 pages, 5 figures, Latex",,,"LPTHE-98-10","hep-th",,"  We construct the quasi-classical approximation of the form factors in finite
volume using the separation of variables. The latter is closely related to the
Baxter equation.
","[{""version"":""v1"",""created"":""Thu, 19 Feb 1998 16:47:02 GMT""}]","2007-05-23"
"hep-th/9802133",,"A.A. Tseytlin","Open superstring partition function in constant gauge field background
  at finite temperature","31 pages, harvmac. v2: complete revision of section 3 (part of
  finite-temperature contribution was missed in the previous version)","Nucl.Phys.B524:41-68,1998","10.1016/S0550-3213(98)00227-2","Imperial/TP/97-98/27","hep-th",,"  We find the general expression for the open superstring partition function on
the annulus in a constant abelian gauge field background and at finite
temperature. We use the approach based on Green-Schwarz string path integral in
the light-cone gauge and compare it with NSR approach. We discuss the super
Yang-Mills theory limit and mention some D-brane applications.
","[{""version"":""v1"",""created"":""Thu, 19 Feb 1998 20:10:25 GMT""},{""version"":""v2"",""created"":""Fri, 6 Mar 1998 22:02:55 GMT""}]","2009-09-17"
"hep-th/9802134","Vladimir Shevchenko","V.I.Shevchenko, Yu.A.Simonov (ITEP)","Generalized Coordinate Gauge and Nonabelian Stokes Theorem","LaTeX, revised version, comments added",,,"ITEP-PH-04-98","hep-th",,"  A contour gauge of general type is analysed where 1-form (vector potential)
is expressed as a contour integral of the 2-form (field strength) along an
arbitrary contour $C$. For a special class of contours the gauge condition
reduces to $k_{\mu}(x) A_{\mu}(x) = 0 $ where $k_{\mu}(x)$ is a tangent vector
to the contour $C$. A simple proof of the nonabelian Stokes theorem is given
demonstrating the advantage of the gauge.
","[{""version"":""v1"",""created"":""Thu, 19 Feb 1998 17:36:05 GMT""},{""version"":""v2"",""created"":""Thu, 26 Feb 1998 16:45:17 GMT""},{""version"":""v3"",""created"":""Mon, 16 Mar 1998 12:33:32 GMT""}]","2007-05-23"
