"adap-org/9808002","S. V. Stepkin","A.A.Stanislavsky (Inst. of Radio Astronomy, Kharkov, Ukraine)","Memory Effects and Macroscopic Manifestation of Randomness","LaTeX, 18 pages, 1 postscript figure. New extended version, new
  paragraphs and references added","Phys. Rev. E 61 (2000) 4752-4759","10.1103/PhysRevE.61.4752",,"adap-org cond-mat nlin.AO nlin.CD",,"  It is shown that due to memory effects the complex behaviour of components in
a stochastic system can be transmitted to macroscopic evolution of the system
as a whole. Within the Markov approximation widely using in ordinary
statistical mechanics, memory effects are neglected. As a result, a time-scale
separation between the macroscopic and the microscopic level of description
exists, the macroscopic differential picture is no a consequence of microscopic
non-differentiable dynamics. On the other hand, the presence of complete memory
in a system means that all its components have the same behaviour. If the
memory function has no characteristic time scales, the correct description of
the macroscopic evolution of such systems have to be in terms of the fractional
calculus.
","[{""version"":""v1"",""created"":""Wed, 19 Aug 1998 12:42:45 GMT""},{""version"":""v2"",""created"":""Wed, 9 Feb 2000 14:56:17 GMT""}]","2009-10-30"
"chao-dyn/9808017","Sitabhra Sinha","Sitabhra Sinha (ISI, Calcutta)","Frustrated synchronization in competing drive-response coupled chaotic
  systems","10 pages LaTex, 6 figures",,,,"chao-dyn nlin.CD",,"  Chaotic systems can be synchronized by linking them to a common signal,
subject to certain conditions. However, the presence of multiple driving
signals coming from different systems, give rise to novel behavior. The
particular case of Lorenz systems, with two independent systems driving another
system through drive-response coupling has been studied in this paper. This is
the simplest arrangement which shows the effect of ``frustrated
synchronization'' due to competition between the two driver systems. The
resulting response system attractor deviates significantly from the
conventional Lorenz attractor. A new measure of desynchronization is proposed,
which shows a power-law scaling with the competition parameter.
","[{""version"":""v1"",""created"":""Wed, 19 Aug 1998 06:49:03 GMT""}]","2007-05-23"
"cond-mat/9808193","Ned S. Wingreen","Kenji Hirose and Ned S. Wingreen (NEC Research Institute, Princeton)","Spin-density-functional theory of circular and elliptical quantum dots","10 pages, 3 figures",,"10.1103/PhysRevB.59.4604","TR 98-037","cond-mat.mes-hall",,"  Using spin-density-functional theory, we study the electronic states of a
two-dimensional parabolic quantum dot with up to N=58 electrons. We observe a
shell structure for the filling of the dot with electrons. Hund's rule
determines the spin configuration of the ground state, but only up to 22
electrons. At specific N, the ground state is degenerate, and a small
elliptical deformation of the external potential induces a rotational
charge-density-wave (CDW) state. Previously identified spin-density-wave (SDW)
states are shown to be artifacts of broken spin symmetry in density-functional
theory.
","[{""version"":""v1"",""created"":""Tue, 18 Aug 1998 16:06:20 GMT""}]","2009-10-31"
"cond-mat/9808194","Johan Feenstra","Steven M. Anlage, Wensheng Hu, C. P. Vlahacos, David Steinhauer, B. J.
  Feenstra, Sudeep K. Dutta, Ashfaq Thanawalla and F. C. Wellstood (University
  of Maryland)","Microwave Nonlinearities in High Tc Superconductors: The Truth Is Out
  There","23 pages, 4 figures. To appear in the confererence proceedings of the
  HTS-RF-98 Conference, Stockholm, Sweden","J. Supercond. 12, 353 (1999)",,,"cond-mat.supr-con",,"  This paper discusses some of the major experimental features of microwave
nonlinearity in high temperature superconductors, both intrinsic and extrinsic.
The case is made for solving the problem of extrinsic nonlinearity through the
use of localized measurements of microwave surface impedance and
electromagnetic fields. Along these lines, a brief introduction is given to our
work on scanning near-field microwave microscopy
","[{""version"":""v1"",""created"":""Tue, 18 Aug 1998 16:26:25 GMT""}]","2007-05-23"
"cond-mat/9808195","Johan Feenstra","Steven M. Anlage, C. P. Vlahacos, D. E. Steinhauer, S. K. Dutta, B. J.
  Feenstra, A. Thanawalla and F. C. Wellstood","Low Power Superconducting Microwave Applications and Microwave
  Microscopy","11 pages, including 6 figures. Presented at the Eight Workshop on RF
  Superconductivity. To appear in Particle Accelerators","Particle Accelerators 61, [321-336]/57-72 (1998).",,,"cond-mat.supr-con",,"  We briefly review some non-accelerator high-frequency applications of
superconductors. These include the use of high-Tc superconductors in front-end
band-pass filters in cellular telephone base stations, the High Temperature
Superconductor Space Experiment, and high-speed digital electronics. We also
present an overview of our work on a novel form of near-field scanning
microscopy at microwave frequencies. This form of microscopy can be used to
investigate the microwave properties of metals and dielectrics on length scales
as small as 1 mm. With this microscope we have demonstrated quantitative
imaging of sheet resistance and topography at microwave frequencies. An
examination of the local microwave response of the surface of a heat-treated
bulk Nb sample is also presented.
","[{""version"":""v1"",""created"":""Tue, 18 Aug 1998 16:42:48 GMT""}]","2007-05-23"
"cond-mat/9808196","A. Samukhin","A. N. Samukhin, V. N. Prigodin, L. Jastrabik, and A. J. Epstein","Hopping Conductivity of a Nearly-1d Fractal: a Model for Conducting
  Polymers","27 pages, RevTeX, epsf, 5 .eps figures, to be published in Phys. Rev.
  B",,"10.1103/PhysRevB.58.11354",,"cond-mat.dis-nn cond-mat.soft",,"  We suggest treating a conducting network of oriented polymer chains as an
anisotropic fractal whose dimensionality D=1+\epsilon is close to one.
Percolation on such a fractal is studied within the real space renormalization
group of Migdal and Kadanoff. We find that the threshold value and all the
critical exponents are strongly nonanalytic functions of \epsilon as \epsilon
tends to zero, e.g., the critical exponent of conductivity is \epsilon^{-2}\exp
(-1-1/\epsilon). The distribution function for conductivity of finite samples
at the percolation threshold is established. It is shown that the central body
of the distribution is given by a universal scaling function and only the
low-conductivity tail of distribution remains $\epsilon $-dependent. Variable
range hopping conductivity in the polymer network is studied: both DC
conductivity and AC conductivity in the multiple hopping regime are found to
obey a quasi-1d Mott law. The present results are consistent with electrical
properties of poorly conducting polymers.
","[{""version"":""v1"",""created"":""Tue, 18 Aug 1998 16:57:04 GMT""}]","2009-10-31"
"cond-mat/9808197","Alexander K. Hartmann","Alexander K. Hartmann","Ground-state behavior of the 3d +/-J random-bond Ising model","8 pages, 11 figures, revtex","Phys. Rev. B 59, 3617 (1999)","10.1103/PhysRevB.59.3617",,"cond-mat.dis-nn",,"  Large numbers of ground states of the three-dimensional $\pm J$ random-bond
Ising model are calculated for sizes up to $14^3$ using a combination of a
genetic algorithm and Cluster-Exact Approximation. Several quantities are
calculated as function of the concentration $p$ of the antiferromagnetic bonds.
The critical concentration where the ferromagnetic order disappears is
determined using the Binder cumulant of the magnetization. A value of
$p_c=0.222\pm 0.005$ is obtained. From the finite-size behavior of the Binder
cumulant and the magnetization critical exponents $\nu=1.1 \pm 0.3$ and
$\beta=0.2 \pm 0.1$ are calculated.
","[{""version"":""v1"",""created"":""Tue, 18 Aug 1998 17:01:14 GMT""}]","2009-10-31"
"cond-mat/9808198","Pavel Kornilovitch","A.S. Alexandrov (1) and P.E. Kornilovitch (2) ((1) Loughborough
  University UK (2) Imperial College London UK)","Mobile small polaron","4 pages, 4 figures, published version","Phys. Rev. Lett. v.82, 807 (1999)","10.1103/PhysRevLett.82.807",,"cond-mat.str-el cond-mat.supr-con",,"  Extending the Froehlich polaron problem to a discrete ionic lattice we study
a polaronic state with a small radius of the wave function but a large size of
the lattice distortion. We calculate the energy dispersion and the effective
mass of the polaron with the 1/\lambda perturbation theory and with the exact
Monte Carlo method in the nonadiabatic and adiabatic regimes, respectively. The
``small'' Froehlich polaron is found to be lighter than the small Holstein
polaron by one or more orders of magnitude.
","[{""version"":""v1"",""created"":""Tue, 18 Aug 1998 17:06:09 GMT""},{""version"":""v2"",""created"":""Wed, 17 Feb 1999 21:55:22 GMT""}]","2009-10-31"
"cond-mat/9808199","P. Grassberger","P. Grassberger","Synchronization of Coupled Systems with Spatiotemporal Chaos","4 pages, including 3 figures; submitted to Phys. Rev. E",,"10.1103/PhysRevE.59.R2520",,"cond-mat.stat-mech",,"  We argue that the synchronization transition of stochastically coupled
cellular automata, discovered recently by L.G. Morelli {\it et al.} (Phys. Rev.
{\bf 58 E}, R8 (1998)), is generically in the directed percolation universality
class. In particular, this holds numerically for the specific example studied
by these authors, in contrast to their claim. For real-valued systems with
spatiotemporal chaos such as coupled map lattices, we claim that the
synchronization transition is generically in the universality class of the
Kardar-Parisi-Zhang equation with a nonlinear growth limiting term.
","[{""version"":""v1"",""created"":""Tue, 18 Aug 1998 17:32:31 GMT""}]","2009-10-31"
"cond-mat/9808200","Laurent J. Lewis","Ghyslain Boisvert and Laurent J. Lewis (Dept. of Physics, University
  of Montreal)","Diffusion of Pt dimers on Pt(111)","Pour pages postscript formatted, including one figure; submitted to
  Physical Review B; other papers of interest can be found at url
  http://www.centrcn.umontreal.ca/~lewis",,"10.1103/PhysRevB.59.9846",,"cond-mat.mtrl-sci",,"  We report the results of a density-functional study of the diffusion of Pt
dimers on the (111) surface of Pt. The calculated activation energy of 0.37 eV
is in {\em exact} agreement with the recent experiment of Kyuno {\em et al.}
\protect{[}Surf. Sci. {\bf 397}, 191 (1998)\protect{]}. Our calculations
establish that the dimers are mobile at temperatures of interest for adatom
diffusion, and thus contribute to mass transport. They also indicate that the
diffusion path for dimers consists of a sequence of one-atom and (concerted)
two-atom jumps.
","[{""version"":""v1"",""created"":""Tue, 18 Aug 1998 17:42:40 GMT""}]","2009-10-31"
"cond-mat/9808201","Emmanuele Cappelluti","E. Cappelluti and R. Zeyher","Interplay between superconductivity and flux phase in the t-J model","15 pages revtex, 8 postscript figures included",,"10.1103/PhysRevB.59.6475",,"cond-mat.supr-con cond-mat.str-el",,"  We study the phase diagram of the t-J model using a mean field type
approximation within the Baym-Kadanoff perturbation expansion for Hubbard
$X$-operators. The line separating the normal state from a d-wave flux or
bond-order state starts near optimal doping at T=0 and rises quickly with
decreasing doping. The transition temperature $T_c$ for d-wave
superconductivity increases monotonically in the overdoped region towards
optimal doping. Near optimaldoping a strong competition between the two d-wave
order parameters sets in leading to a strong suppression of $T_c$ in the
underdoped region. Treating for simplicity the flux phase as commensurate the
superconducting and flux phases coexist in the underdoped region below $T_c$,
whereas a pure flux phase exists above $T_c$ with a pseudo-gap of d-wave
symmetry in the excitation spectrum. We also find that incommensurate
charge-density-wave ground states due to Coulomb interactions do not modify
strongly the above phase diagram near the superconducting phase, at least, as
long as the latter exists at all.
","[{""version"":""v1"",""created"":""Tue, 18 Aug 1998 18:10:34 GMT""}]","2009-10-31"
"cond-mat/9808202","Dr. Daniel A. Lidar","D.A. Lidar, D. Thirumalai, R. Elber and R.B. Gerber","Fractal Analysis of Protein Potential Energy Landscapes","17 pages, single spaced, including 12 figures","Phys. Rev. E 59, 2231 (1999)","10.1103/PhysRevE.59.2231",,"cond-mat.soft physics.chem-ph q-bio",,"  The fractal properties of the total potential energy V as a function of time
t are studied for a number of systems, including realistic models of proteins
(PPT, BPTI and myoglobin). The fractal dimension of V(t), characterized by the
exponent \gamma, is almost independent of temperature and increases with time,
more slowly the larger the protein. Perhaps the most striking observation of
this study is the apparent universality of the fractal dimension, which depends
only weakly on the type of molecular system. We explain this behavior by
assuming that fractality is caused by a self-generated dynamical noise, a
consequence of intermode coupling due to anharmonicity. Global topological
features of the potential energy landscape are found to have little effect on
the observed fractal behavior.
","[{""version"":""v1"",""created"":""Tue, 18 Aug 1998 19:53:58 GMT""}]","2016-08-31"
"cond-mat/9808203","Krastan B. Blagoev","K.S. Bedell, J.R. Engelbrecht, and K.B. Blagoev","Robustness of a Local Fermi Liquid against Ferromagnetism and Phase
  Separation II","This is a response to a recent comment by van Dongen, Uhrig, and
  Muller-Hartman: cond-mat/9807276",,,,"cond-mat.str-el cond-mat.mtrl-sci cond-mat.supr-con",,"  This is a response to a recent paper by van Dongen, Uhrig, and E.
M\""uller-Hartmann. We clarify the issues, which the above authors apparently
did not fully appreciate, by referring to the microscopic foundations of
Landau's Fermi Liquid Theory, its general application to the theory of metals
and the theory of local Fermi Liquids.
","[{""version"":""v1"",""created"":""Tue, 18 Aug 1998 20:18:26 GMT""}]","2007-05-23"
"cond-mat/9808204","Martin Bazant","M. de Koning and A. Antonelli (Instituto de Fisica, Universidade
  Estadual de Campinas, Brazil), Martin Z. Bazant (Dept. of Mathematics,
  M.I.T.), Efthimios Kaxiras (Dept. of Physics, Harvard University) and J. F.
  Justo (Instituto de Fisica, Universidade de Sao Paulo, Brazil)","Finite temperature molecular dynamics study of unstable stacking fault
  free energies in silicon","6 pages revtex, 4 figs, 16 refs, to appear in Phys. Rev. B","Phys. Rev. B 58 , 12555 (1998)","10.1103/PhysRevB.58.12555",,"cond-mat.mtrl-sci",,"  We calculate the free energies of unstable stacking fault (USF)
configurations on the glide and shuffle slip planes in silicon as a function of
temperature, using the recently developed Environment Dependent Interatomic
Potential (EDIP). We employ the molecular dynamics (MD) adiabatic switching
method with appropriate periodic boundary conditions and restrictions to atomic
motion that guarantee stability and include volume relaxation of the USF
configurations perpendicular to the slip plane. Our MD results using the EDIP
model agree fairly well with earlier first-principles estimates for the
transition from shuffle to glide plane dominance as a function of temperature.
We use these results to make contact to brittle-ductile transition models.
","[{""version"":""v1"",""created"":""Tue, 18 Aug 1998 23:40:47 GMT""},{""version"":""v2"",""created"":""Wed, 19 Aug 1998 00:21:00 GMT""}]","2009-10-31"
"cond-mat/9808206","Jean-Philippe Bouchaud","Jean-Philippe Bouchaud and Marc Potters (CEA-Saclay and Science et
  Finance)","Back to basics: historical option pricing revisited","14 pages, 2 .ps figures. Proceedings, to appear in Proc. Roy. Soc",,"10.1098/rsta.1999.0414",,"cond-mat",,"  We reconsider the problem of option pricing using historical probability
distributions. We first discuss how the risk-minimisation scheme proposed
recently is an adequate starting point under the realistic assumption that
price increments are uncorrelated (but not necessarily independent) and of
arbitrary probability density. We discuss in particular how, in the Gaussian
limit, the Black-Scholes results are recovered, including the fact that the
average return of the underlying stock disappears from the price (and the
hedging strategy). We compare this theory to real option prices and find these
reflect in a surprisingly accurate way the subtle statistical features of the
underlying asset fluctuations.
","[{""version"":""v1"",""created"":""Wed, 19 Aug 1998 09:18:05 GMT""}]","2009-10-31"
"cond-mat/9808207","Lei-Han Tang","Guang-Shan Tian and Lei-Han Tang","Parity effect in a small superconducting grain: A rigorous result","6 pages","Phys. Rev. B (1 Oct., 1998)","10.1103/PhysRevB.58.12333",,"cond-mat.supr-con cond-mat.str-el",,"  The parity effect in an ultra-small superconducting grain is examined. By
applying a generalized version of Lieb's spin-reflection positivity technique,
we show rigorously that the parity parameter $\Delta_P$ is nonvanishing in such
a system. A positive lower bound for $\Delta_P$ is derived.
","[{""version"":""v1"",""created"":""Wed, 19 Aug 1998 10:20:56 GMT""}]","2009-10-31"
"cond-mat/9808208","Lei-Han Tang","Lei-Han Tang (Hong Kong Baptist U)","Unstable Growth and Coarsening in Molecular-Beam Epitaxy","12 pages, 4 figures","Physica A 254, 135 (1998)","10.1016/S0378-4371(98)00025-9",,"cond-mat.stat-mech cond-mat.mtrl-sci",,"  The coarsening dynamics of three-dimensional islands on a growing film is
discussed. It is assumed that the origin of the initial instability of a planar
surface is the Ehrlich-Schwoebel step-edge barrier for adatom diffusion. Two
mechanisms of coarsening are identified: (i) surface diffusion driven by an
uneven distribution of bonding energies, and (ii) mound coalescence driven by
random deposition. Semiquantitative estimates of the coarsening time are given
in each case. When the surface slope saturates, an asymptotic dynamical
exponent $z=4$ is obtained.
","[{""version"":""v1"",""created"":""Wed, 19 Aug 1998 10:38:16 GMT""}]","2015-06-25"
"cond-mat/9808209","Michele Cini","Michele Cini, Gianluca Stefanucci and Adalberto Balzarotti","Pairing in the Three-Band Hubbard Model of the Cu-O Plane","4 pages,no figures,2 typos corrected",,,"ROM2F/98/32","cond-mat.supr-con cond-mat.str-el",,"  By a canonical transformation of the three-band Hubbard model, we introduce
an effective Hamiltonian for the propagation of two holes doped into the ground
state of the Cu-O plane. When the pair belongs to the $^{1}B_{2}$ or $%
^{1}A_{2}$ Irreducible Representations of the C$_{4v}$ Group, the bare holes do
not interact by the on-site repulsion; the effective interaction between the
dressed holes is obtained analytically in terms of renormalized matrix
elements, and generalizes earlier findings from cluster calculations. The Fermi
liquid is unstable and numerical estimates with reasonable parameters of the
binding energy of the pair are in the range of tens of meV. Our scheme
naturally lends itself to embody phonon-mediated and other interactions which
cannot occur in the Hubbard model but may give important contributions.
","[{""version"":""v1"",""created"":""Wed, 19 Aug 1998 12:21:49 GMT""},{""version"":""v2"",""created"":""Wed, 26 Aug 1998 09:16:39 GMT""}]","2007-05-23"
"cond-mat/9808210","Dirk Manske","T. Dahm, D. Manske and L. Tewordt","Collective Modes in High-Temperature Superconductors","to be published in Phys. Rev. B Nov. 1st",,"10.1103/PhysRevB.58.12454",,"cond-mat.supr-con cond-mat.str-el",,"  The role of collective modes in various experiments on the cuprates is
investigated. We calculate the neutron scattering, photoemission (ARPES), and
Raman scattering intensities below $T_c$ within the fluctuation-exchange (FLEX)
approximation for the two-dimensional Hubbard model. It is shown that the large
peak in the dynamical spin susceptibility arises from a weakly damped
spin-density-wave collective mode. This gives rise to a dip between the sharp
low energy peak and the higher binding energy hump in the ARPES spectrum.
Furthermore, we show that the collective mode of the amplitude fluctuation of
the d-wave gap yields a broad peak above the pair-breaking threshold in the
$B_{1g}$ Raman spectrum.
","[{""version"":""v1"",""created"":""Wed, 19 Aug 1998 12:30:00 GMT""}]","2009-10-31"
"cond-mat/9808211","Jakob Schiotz","J. Schi{\o}tz, T. Vegge, F. D. Di Tolla, and K. W. Jacobsen","Simulations of mechanics and structure of nanomaterials --- from
  nanoscale to coarser scales","18 pages, 6 figures, LaTeX2e required. For nicer figures, see
  http://www.fysik.dtu.dk/~schiotz/papers/risoesymp/",,,,"cond-mat.mtrl-sci",,"  We discuss how simulations of mechanical properties of materials require
descriptions at many different length scales --- from the nanoscale where an
atomic description is appropriate, through a mesoscale where dislocation based
descriptions may be useful, to macroscopic length scales. In some materials,
such as nanocrystalline metals, the range of length scales is compressed and a
polycrystalline material may be simulated at the atomic scale. The first part
of the paper describes such simulations of nanocrystalline copper. We observe
how the grain boundaries contribute actively to the deformation. At grain sizes
below 10-15 nm deformation in the grain boundaries dominate over the
traditional dislocation-based deformation mechanisms. This results in a
reversal of the normal grain size dependence of the yield stress: we observe
that the material becomes softer when the grain size is reduced. The second
part of the paper gives an overview over simulation techniques appropriate for
problems too large to be treated in atomic-scale simulations, and how they can
be combined to describe the interplay between phenomena at different length
scales through multiscale modelling.
","[{""version"":""v1"",""created"":""Wed, 19 Aug 1998 14:02:22 GMT""}]","2007-05-23"
"gr-qc/9808048","Fernando C. Lombardo","Fernando C. Lombardo, Francisco D. Mazzitelli, and Jorge G. Russo","Energy-momentum tensor for scalar fields coupled to the dilaton in two
  dimensions","18 pages, RevTex, no figures. Some changes have been added. To appear
  in Physical Review D","Phys.Rev. D59 (1999) 064007","10.1103/PhysRevD.59.064007",,"gr-qc hep-th",,"  We clarify some issues related to the evaluation of the mean value of the
energy-momentum tensor for quantum scalar fields coupled to the dilaton field
in two-dimensional gravity. Because of this coupling, the energy-momentum
tensor for the matter is not conserved and therefore it is not determined by
the trace anomaly. We discuss different approximations for the calculation of
the energy-momentum tensor and show how to obtain the correct amount of Hawking
radiation. We also compute cosmological particle creation and quantum
corrections to the Newtonian potential.
","[{""version"":""v1"",""created"":""Tue, 18 Aug 1998 16:38:40 GMT""},{""version"":""v2"",""created"":""Tue, 1 Dec 1998 17:50:51 GMT""}]","2009-10-31"
"gr-qc/9808049","Marcelo Jose Reboucas","M.J. Reboucas and A.F.F. Teixeira","Causal Anomalies in Kaluza-Klein Gravity Theories","16 page. LaTex file. To appear in Int. J. Mod. Phys. A (1998)","Int.J.Mod.Phys. A13 (1998) 3181-3192","10.1142/S0217751X98001578","CBPF-NF-060/97","gr-qc astro-ph",,"  Causal anomalies in two Kaluza-Klein gravity theories are examined,
particularly as to whether these theories permit solutions in which the
causality principle is violated. It is found that similarly to general
relativity the field equations of the space-time-mass Kaluza-Klein (STM-KK)
gravity theory do not exclude violation of causality of G\""odel type, whereas
the induced matter Kaluza-Klein (IM-KK) gravity rules out noncausal
G\""odel-type models. The induced matter version of general relativity is shown
to be an efficient therapy for causal anomalies that occurs in a wide class of
noncausal geometries. Perfect fluid and dust G\""odel-type solutions of the
STM-KK field equations are studied. It is shown that every G\""odel-type perfect
fluid solution is isometric to the unique dust solution of the STM-KK field
equations. The question as to whether 5-D G\""odel-type non-causal geometries
induce any physically acceptable 4-D energy-momentum tensor is also addressed.
","[{""version"":""v1"",""created"":""Tue, 18 Aug 1998 20:46:44 GMT""}]","2009-10-31"
"gr-qc/9808050","Carey Carpenter Briggs","C. C. Briggs","Some Possible Features of General Expressions for Lovelock Tensors and
  for the Coefficients of Lovelock Lagrangians Up to the 15th Order in
  Curvature (and Beyond)","6 pages, PostScript file, punctuation fixed, print format improved.
  Spacing fixed. PostScript replaced by pdf",,,"Z-15","gr-qc",,"  This paper presents some possible features of general expressions for
Lovelock tensors and for the coefficients of Lovelock Lagrangians up to the
15th order in curvature (and beyond) in terms of the Riemann-Christoffel and
Ricci curvature tensors and the Riemann curvature scalar for n-dimensional
differentiable manifolds having a general linear connection.
","[{""version"":""v1"",""created"":""Tue, 18 Aug 1998 23:59:37 GMT""},{""version"":""v2"",""created"":""Wed, 19 Aug 1998 21:05:29 GMT""},{""version"":""v3"",""created"":""Mon, 31 Aug 1998 23:07:59 GMT""},{""version"":""v4"",""created"":""Thu, 3 Aug 2000 00:33:09 GMT""}]","2007-05-23"
"gr-qc/9808051","Klemm Dietmar","Dietmar Klemm","Topological Black Holes in Weyl Conformal Gravity","9 pages, revtex, no figures. To appear in Classical and Quantum
  Gravity","Class.Quant.Grav. 15 (1998) 3195-3201","10.1088/0264-9381/15/10/020","UTF 414","gr-qc",,"  We present a class of exact solutions of Weyl conformal gravity, which have
an interpretation as topological black holes. Solutions with negative, zero or
positive scalar curvature at infinity are found, the former generalizing the
well-known topological black holes in anti-de Sitter gravity. The rather
delicate question of thermodynamic properties of such objects in Weyl conformal
gravity is discussed; suggesting that the thermodynamics of the found solutions
should be treated within the framework of gravity as an induced phenomenon, in
the spirit of Sakharov's work.
","[{""version"":""v1"",""created"":""Wed, 19 Aug 1998 11:43:27 GMT""}]","2009-10-31"
"hep-ex/9808015","J. H. Kim","J.H. Kim, D.A. Harris, et al","A measurement of $alpha_s(Q^2)$ from the Gross-Llewellyn Smith Sum Rule","4 pages, 4 figures","Phys.Rev.Lett.81:3595-3598,1998","10.1103/PhysRevLett.81.3595",,"hep-ex",,"  We extract a set of values for the Gross-Llewellyn Smith sum rule at
different values of 4-momentum transfer squared ($Q^{2}$), by combining revised
CCFR neutrino data with data from other neutrino deep-inelastic scattering
experiments for $1 < Q^2 < 15 GeV^2/c^2$. A comparison with the order
$\alpha^{3}_{s}$ theoretical predictions yields a determination of $\alpha_{s}$
at the scale of the Z-boson mass of $0.114 \pm^{.009}_{.012}$. This measurement
provides a new and useful test of perturbative QCD at low $Q^2$, because of the
low uncertainties in the higher order calculations.
","[{""version"":""v1"",""created"":""Wed, 19 Aug 1998 01:04:57 GMT""},{""version"":""v2"",""created"":""Thu, 20 Aug 1998 17:42:00 GMT""}]","2008-11-26"
"hep-ex/9808016","Richard J. Hemingway","The OPAL Collaboration, K. Ackerstaff et al","Measurement of the Michel Parameters in Leptonic Tau Decays","32 pages, LaTeX, 9 eps figures included, submitted to the European
  Physical Journal C","Eur.Phys.J.C8:3-21,1999","10.1007/s100529901080","CERN-EP/98-104","hep-ex",,"  The Michel parameters of the leptonic tau decays are measured using the OPAL
detector at LEP. The Michel parameters are extracted from the energy spectra of
the charged decay leptons and from their energy-energy correlations. A new
method involving a global likelihood fit of Monte Carlo generated events with
complete detector simulation and background treatment has been applied to the
data recorded at center-of-mass energies close to sqrt(s) = M(Z) corresponding
to an integrated luminosity of 155 pb-1 during the years 1990 to 1995. If e-mu
universality is assumed and inferring the tau polarization from neutral current
data, the measured Michel parameters are extracted. Limits on non-standard
coupling constants and on the masses of new gauge bosons are obtained. The
results are in agreement with the V-A prediction of the Standard Model.
","[{""version"":""v1"",""created"":""Wed, 19 Aug 1998 07:27:56 GMT""}]","2008-11-26"
"hep-ex/9808017","Philip Burrows","P.N. Burrows (Representing the SLD Collaboration)","Heavy quark mass effects and improved tests of the flavour independence
  of strong interactions","17 pages LATEX including 6 embedded figures. To appear in Proc.
  ICHEP98",,,"SLAC-PUB-7914","hep-ex",,"  A review is given of latest results on tests of the flavour independence of
strong interactions. Heavy quark mass effects are evident in the data and are
now taken into account at next-to-leading order in QCD perturbation theory. The
strong-coupling ratios alpha_s^b/alpha_s^uds and alpha_s^c/alpha_s^uds are
found to be consistent with unity. Determinations of the b-quark mass m_b(M_Z)
are discussed.
","[{""version"":""v1"",""created"":""Wed, 19 Aug 1998 11:05:51 GMT""}]","2007-05-23"
"hep-ex/9808018","Tamar Djobava","M. Anikina, L.Chkhaidze, T.Djobava, V.Garsevanishvili, L.Kharkhelauri","Light-Front Analysis of pi^{-} Mesons Produced in Mg - Mg Collisions at
  4.3 a Gev/c","14 pages with 7 postscript figures. accepted for publication in Nucl.
  Phys. A","Nucl.Phys. A640 (1998) 117-128","10.1016/S0375-9474(98)00439-4","HEPI-98-1","hep-ex",,"  Light-front analysis of pi^{-} mesons in Mg-Mg collisions is carried out. The
phase space of secondary pions is naturally divided into two parts in one of
which the thermal equilibration assumption seems to be in a good agreement with
data. Corresponding temperatures are extracted and compared to the results of
other experiments. The experimental results have been compared with the
predictions of the Quark Gluon String Model (QGSM) and satisfactory agreement
between the experimental data and the model has been found.
","[{""version"":""v1"",""created"":""Wed, 19 Aug 1998 14:34:42 GMT""}]","2009-10-31"
"hep-lat/9808021","Martin Luescher","Martin L\""uscher","Topology and the axial anomaly in abelian lattice gauge theories","plain tex source, 18 pages, needs amssym.def, added references and
  two paragraphs in sections 5 and 7","Nucl.Phys. B538 (1999) 515-529","10.1016/S0550-3213(98)00680-4","DESY 98-095","hep-lat",,"  The axial anomaly in abelian lattice gauge theories is shown to be equal to a
simple quadratic expression in the gauge field tensor plus a removable
divergence term if the lattice Dirac operator satisfies the Ginsparg-Wilson
relation. The theorem is a consequence of the locality, the gauge invariance
and the topological nature of the anomaly and does not refer to any other
properties of the lattice theory.
","[{""version"":""v1"",""created"":""Wed, 19 Aug 1998 15:03:44 GMT""},{""version"":""v2"",""created"":""Wed, 9 Sep 1998 09:18:08 GMT""}]","2009-10-31"
"hep-ph/9808352","Sangyong Jeon","C.Gale, S.Jeon and J.Kapusta","Coherence Time in High Energy Proton-Nucleus Collisions","11 pages in LaTeX. Includes 6 eps figures. Uses epsf.sty","Phys.Rev.Lett. 82 (1999) 1636-1639","10.1103/PhysRevLett.82.1636","McGill/98-14, NUC-MINN-98/7-T","hep-ph nucl-th",,"  Precisely measured Drell-Yan cross sections for 800 GeV protons incident on a
variety of nuclear targets exhibit a deviation from linear scaling in the
atomic number A. We show that this deviation can be accounted for by energy
degradation of the proton as it passes through the nucleus if account is taken
of the time delay of particle production due to quantum coherence. We infer an
average proper coherence time of 0.4 +- 0.1 fm/c, corresponding to a coherence
path length of 8 +- 2 fm in the rest frame of the nucleus.
","[{""version"":""v1"",""created"":""Tue, 18 Aug 1998 16:48:52 GMT""}]","2009-10-31"
"hep-ph/9808353","Ed Stoeffhaas","V. Barger","Four-Neutrino Oscillations","9 pages, Latex2.09, uses sprocl.sty and epsf.sty, 6 postscript files
  included. Talk presented at the 6th International Symposium on Particles,
  Strings and Cosmology (PASCOS98), Northeastern University, Boston, March 1998",,,"MADPH-98-1068","hep-ph",,"  Models with three active neutrinos and one sterile neutrino can naturally
account for maximal oscillations of atmospheric neutrinos, explain the solar
neutrino deficit, and accommodate the results of the LSND experiment. The
models predict either $\nu_e\to\nu_\tau$ or $\nu_e\to\nu_s$ oscillations in
long-baseline experiments with the atmospheric $\delta m^2$ scale and amplitude
determined by the LSND oscillations.
","[{""version"":""v1"",""created"":""Tue, 18 Aug 1998 18:12:51 GMT""}]","2007-05-23"
